kingdom;phylum;class;order;family;species;iNatClass;first_level;second_level;third_level;fourth_level;fifth_level;observations_per_species;second_level_taxonomic_rank;third_level_taxonomic_rank;fourth_level_taxonomic_rank;fifth_level_taxonomic_rank;Observations;Average_observations_per_species_for_the_family
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Filatima betulae;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Filatima demissae;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Filatima epulatrix;Insects;Insects;Lepidoptera;Gelechiidae;0;0;23;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Filatima inquilinella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Filatima normifera;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Filatima obscuroocelella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Filatima persicaeella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Filatima pseudacaciella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;24;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Filatima serotinella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Filatima striatella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Filatima vaccinii;Insects;Insects;Lepidoptera;Gelechiidae;0;0;7;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Filatima xanthuris;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Frumenta nundinella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;14;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gelechia albisparsella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;4;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gelechia dromicella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;3;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gelechia dyariella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;3;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gelechia griseaella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gelechia lynceella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;203;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gelechia mandella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gelechia monella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gelechia panella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gelechia ribesella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;7;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gelechia sabinellus;Insects;Insects;Lepidoptera;Gelechiidae;0;0;11;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gelechia versutella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;6;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Glauce pectenalaeella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;13;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema alaskense;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema albangulatum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema albimarginella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema assimile;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema aterrimum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema bacchariselloides;Insects;Insects;Lepidoptera;Gelechiidae;0;0;7;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema banksiella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;35;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema batanella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema brachiatum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema busckiella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema clavatum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema compsomorpha;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema contrarium;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema dudiella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema foliatum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema gallaeasterella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;30;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema gallaesolidaginis;Insects;Insects;Lepidoptera;Gelechiidae;0;0;545;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema gallaespeciosum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema gibsoniella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema herbichii;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema intermedium;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema jalavai;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema jocelynae;Insects;Insects;Lepidoptera;Gelechiidae;0;0;12;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema lateritium;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema ligulatum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema lobatum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema nanulum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema navajorum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema nordlandicolella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema obscurior;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema octomaculella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;78;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema ovinum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema pedmontella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema petiolatum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema reichli;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema rotundatum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema salinaris;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema saphirinella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema segregatum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema semicyclionella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema septentrionella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;15;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema shepherdiae;Insects;Insects;Lepidoptera;Gelechiidae;0;0;5;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema signatum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema slabaughi;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema spinosum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema subterraneum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema tunicatum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema vastificum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema vibei;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Helcystogramma badia;Insects;Insects;Lepidoptera;Gelechiidae;0;0;18;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Helcystogramma casca;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Helcystogramma fernaldella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;102;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Helcystogramma hystricella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;205;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Helcystogramma melanocarpa;Insects;Insects;Lepidoptera;Gelechiidae;0;0;19;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Holophysis emblemella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;3;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Isophrictis actinopa;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Isophrictis anteliella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;67;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Isophrictis magnella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;12;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Isophrictis rudbeckiella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;7;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Isophrictis similiella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;34;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Isophrictis striatella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;42;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Isophrictis trimaculella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Keiferia georgei;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Keiferia glochinella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Keiferia lycopersicella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Metzneria lappella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1172;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Metzneria paucipunctella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;4;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Monochroa absconditella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Monochroa disconotella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;9;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Monochroa discriminata;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Monochroa fragariae;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Monochroa harrisonella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Monochroa monactis;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Monochroa perterrita;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Monochroa placidella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;6;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Monochroa quinquepunctella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;23;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Neofaculta infernella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;3;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Neotelphusa praefixa;Insects;Insects;Lepidoptera;Gelechiidae;0;0;62;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Neotelphusa querciella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;3;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Phthorimaea operculella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Platyedra subcinerea;Insects;Insects;Lepidoptera;Gelechiidae;0;0;90;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Polyhymno luteostrigella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;4;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Prolita barnesiella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Prolita princeps;Insects;Insects;Lepidoptera;Gelechiidae;0;0;3;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Prolita recens;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Prolita rectistrigella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;3;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Prolita sexpunctella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;34;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Prolita variabilis;Insects;Insects;Lepidoptera;Gelechiidae;0;0;7;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Pseudochelaria pennsylvanica;Insects;Insects;Lepidoptera;Gelechiidae;0;0;62;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Pseudochelaria walsinghami;Insects;Insects;Lepidoptera;Gelechiidae;0;0;35;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Pseudotelphusa landryi;Insects;Insects;Lepidoptera;Gelechiidae;0;0;8;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Pseudotelphusa ontariensis;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Pseudotelphusa palliderosacella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Pseudotelphusa quercinigracella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;42;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Ptycerata busckella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;4;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Pubitelphusa latifasciella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;367;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Recurvaria consimilis;Insects;Insects;Lepidoptera;Gelechiidae;0;0;6;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Recurvaria nanella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;152;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Recurvaria stibomorpha;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Recurvaria taphiopis;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Recurvaria vestigata;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Rifseria fuscotaeniaella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;2;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpa acuminatella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;54;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpa atriplicella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;5;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpa macromaculata;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpopsis arnicella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpopsis interposita;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpopsis petrella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;3;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpopsis tetradymiella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;3;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpula lutescella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpula manierreorum;Insects;Insects;Lepidoptera;Gelechiidae;0;0;193;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpula physaliella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpula psilella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpula radiatella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;1;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Scrobipalpula sacculicola;Insects;Insects;Lepidoptera;Gelechiidae;0;0;19;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Sinoe chambersi;Insects;Insects;Lepidoptera;Gelechiidae;0;0;87;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Sinoe robiniella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;44;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Sitotroga cerealella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;3;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Sophronia gelidella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;6;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Sophronia primella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Stegasta bosqueella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;6;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Stereomita andropogonis;Insects;Insects;Lepidoptera;Gelechiidae;0;0;26;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Strobisia iridipennella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Syncopacma nigrella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;0;Order;Family;NA;NA;13396;37
Animalia;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Telphusa longifasciella;Insects;Insects;Lepidoptera;Gelechiidae;0;0;203;Order;Family;NA;NA;13396;37
